829 1476
1 1 0.3598021198413762
1 2 0.8523654938894357
1 3 0.537958624230913
1 4 0.8202302015092188
2 5 0.3615375837835755
2 6 0.9494148657231751
2 7 0.357187184426474
2 8 0.7772496998659595
2 9 0.25759179591605574
2 10 0.7068051855992826
2 11 0.49069145362741085
2 12 0.3373276102578169
2 13 0.45276913039289557
2 14 0.46273069713829795
2 15 0.6015790138680875
2 16 0.921631368607935
2 17 0.07751104129708997
2 18 0.3267937483065041
2 19 0.21613894104331643
2 20 0.6588594156241868
2 21 0.9581081989228942
2 22 0.17577768928898874
2 23 0.48124075858762005
2 24 0.6780632523200941
2 25 0.23640678018384864
2 26 0.768178146808632
3 27 0.6222880926120877
4 24 0.6541119716699131
5 19 0.08180948369810492
6 28 0.556889699970026
7 29 0.09911818694044117
8 30 0.9755500975026217
9 31 0.47128680743725904
10 32 0.4716062778425629
10 33 0.8821723450463033
10 34 0.9531300455408526
10 35 0.4899772228808338
10 36 0.891449671554307
10 37 0.19778975435969148
10 38 0.6568576386367955
10 39 0.6575066520004303
11 31 0.12469169991019047
12 40 0.1865253322630427
12 41 0.28044997405907945
12 42 0.2988046088081824
13 42 0.27840287512833073
14 42 0.2563711428320049
15 43 0.6316529560683358
16 44 0.10742876800049972
17 45 0.7386349096531141
17 46 0.661531094618624
17 47 0.5482559308233478
17 48 0.8503314972320908
17 49 0.9465208075919146
18 50 0.49817526804224566
19 51 0.6309337893186147
20 51 0.20453720678561815
21 52 0.5803085669956497
21 53 0.4062729989664472
22 54 0.9509755386631571
23 55 0.14783063181630196
24 56 0.15318157911031427
25 56 0.26088017455824875
26 57 0.8786718378760952
27 58 0.3844500032139506
28 59 0.012594264973426528
29 60 0.10427315188781228
30 61 0.8792261443009001
31 62 0.769078966281145
32 63 0.332674807680039
33 8 0.24638809247089766
33 10 0.8780457986820268
34 64 0.7961441326241809
35 63 0.434684999669649
36 65 0.09907364547801356
37 66 0.33757254723401686
37 67 0.3552349289474559
37 65 0.7321198609648458
37 68 0.021026527010699847
37 69 0.33061614465716505
37 70 0.7958464166387219
37 71 0.5271876921184164
37 72 0.022230974326443498
38 73 0.5390656495655571
39 22 0.18993487893108219
40 74 0.5024663202665813
40 75 0.12948267365791777
41 76 0.005026429272282251
41 75 0.5388223326240319
42 30 0.8843432814257371
43 77 0.8349461145291736
44 78 0.40550154913143965
45 79 0.38568222422281795
45 80 0.4605878753490532
46 81 0.35369711270424076
46 82 0.4769970882404503
47 83 0.35376145782841995
48 84 0.4236916088436702
48 24 0.1719348615515801
49 85 0.18120647818454838
50 86 0.9364624999108736
51 87 0.09704056973899977
51 88 0.9477457693757791
51 89 0.4077332331587329
51 90 0.7435916367783992
51 91 0.20625433679818905
51 92 0.5700013215080135
52 93 0.07054454226916951
53 94 0.6692918659438758
54 95 0.7637229746460464
54 96 0.9689280617831068
54 97 0.773517875498295
54 94 0.5942209454360788
55 79 0.8280190722829738
56 98 0.8395064542008165
56 99 0.43576797124630184
56 100 0.8736591344163507
56 101 0.3268355087196957
56 102 0.12541784558787872
56 103 0.9337904913731675
56 34 0.7442979543430615
56 104 0.6899420652019455
56 105 0.702975139022047
56 106 0.8428136168558095
56 107 0.9986928777815844
56 108 0.1484229831554864
56 109 0.8964767936911071
56 110 0.6726235043678246
57 50 0.41413007966191073
57 104 0.7716017512180944
57 108 0.5266180780000652
58 50 0.7144317706513051
